,date,title,point
1444,2023-08-09,뮤지컬 〈파리넬리〉 - 부산,0.1
1445,2023-08-09,뮤지컬 〈보이A〉,0.1
1446,2023-08-09,뮤지컬 〈백작〉,0.1
1447,2023-08-09,뮤지컬 〈맘마미아!〉 - 김해,0.1
1448,2023-08-09,뮤지컬 〈맘마미아!〉 - 당진,0.1
1449,2023-08-09,뮤지컬 〈여신님이 보고 계셔〉 10th Anniversary - 안양,0.1
1450,2023-08-10,뮤지컬 〈레베카〉 10주년 기념공연,28.3
1451,2023-08-10,뮤지컬 〈멤피스〉,19.7
1452,2023-08-10,뮤지컬 〈레미제라블〉 - 부산,9.0
1453,2023-08-10,뮤지컬 〈프리다〉,7.6
1454,2023-08-10,뮤지컬 〈삼총사〉,3.1
1455,2023-08-10,뮤지컬 〈그날들〉 10주년 기념 공연,3.0
1456,2023-08-10,뮤지컬 〈모차르트!〉,2.5
1457,2023-08-10,뮤지컬 〈오페라의 유령〉 - 서울,1.8
1458,2023-08-10,뮤지컬 〈라흐 헤스트〉,1.7
1459,2023-08-10,뮤지컬 〈쇼맨_어느 독재자의 네 번째 대역배우〉,1.7
1460,2023-08-10,뮤지컬 파리넬리 - 오산,1.5
1461,2023-08-10,뮤지컬 〈더 픽션〉,1.3
1462,2023-08-10,뮤지컬 〈곤 투모로우〉,1.2
1463,2023-08-10,뮤지컬 〈구텐버그〉,1.1
1464,2023-08-10,"뮤지컬 〈스웨그에이지 외쳐,조선!〉",1.0
1465,2023-08-10,뮤지컬 〈빨래〉,1.0
1466,2023-08-10,태양의서커스 〈루치아〉,0.9
1467,2023-08-10,뮤지컬 〈사칠〉,0.8
1468,2023-08-10,뮤지컬 〈더 테일 에이프릴 풀스〉,0.8
1469,2023-08-10,뮤지컬 〈와일드 그레이〉,0.7
1470,2023-08-10,뮤지컬 〈백작〉,0.5
1471,2023-08-10,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 대구,0.5
1472,2023-08-10,뮤지컬 〈트레드밀〉,0.5
1473,2023-08-10,뮤지컬 ＇벤허＇,0.4
1474,2023-08-10,뮤지컬 〈비스티〉,0.4
1475,2023-08-10,뮤지컬 〈오즈〉,0.4
1476,2023-08-10,2023 최현우 Answer,0.4
1477,2023-08-10,뮤지컬 〈후크〉,0.4
1478,2023-08-10,뮤지컬 〈맘마미아!〉 - 청주,0.4
1479,2023-08-10,"뮤지컬 〈알로하, 나의 엄마들〉",0.4
1480,2023-08-10,뮤지컬 〈맘마미아!〉 - 광주,0.3
1481,2023-08-10,뮤지컬 〈멸화군〉,0.3
1482,2023-08-10,"뮤지컬 〈다시, 동물원〉",0.3
1483,2023-08-10,뮤지컬 〈파리넬리〉 - 부산,0.3
1484,2023-08-10,뮤지컬 〈시카고〉 25주년 기념 오리지널 내한 - 부산,0.3
1485,2023-08-10,난타(NANTA) - 명동공연,0.3
1486,2023-08-10,뮤지컬 〈킴즈〉,0.2
1487,2023-08-10,"뮤지컬 〈스웨그에이지 외쳐,조선!〉 - 대전",0.2
1488,2023-08-10,2023 신영숙 콘서트 ＇ 친절한 영숙씨＇,0.2
1489,2023-08-10,뮤지컬 〈맘마미아!〉 - 구미,0.2
1490,2023-08-10,뮤지컬 〈칠칠〉,0.2
1491,2023-08-10,뮤지컬 〈타오르는 어둠 속에서〉,0.2
1492,2023-08-10,뮤지컬 렛미플라이 - 여주,0.2
1493,2023-08-10,뮤지컬 〈맘마미아〉 - 수원,0.2
1494,2023-08-10,뮤지컬 〈맘마미아!〉 - 세종,0.2
1495,2023-08-10,와일드 와일드 〈드림〉,0.2
1496,2023-08-10,뮤지컬 〈보이A〉,0.2
1497,2023-08-10,뮤지컬 〈김종욱 찾기〉,0.2
1498,2023-08-10,뮤지컬 〈트레이스 유〉,0.2
1499,2023-08-10,뮤지컬 파리넬리 - 수원,0.2
